,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
angesichts jung+st+en,4.326461927565182,-0.1476338948492524,-0.41773131255283935,-0.37770331084306735,-0.35260723532364563,0.0,1.1435922130012348,-0.3779154789189161,0.6245698981603934,-0.37770331084306735,-0.3594448798613456,-0.386155698975552,0.0,-0.37770331084306735,angesichts jung+st+en
jung+st+en hitze+welle+n,4.317136078411478,-0.1618729530214459,-0.41557344894882253,-0.3755454472390505,-0.3504493717196287,0.0,1.1737358416788963,-0.37575761531489915,0.6141948771092861,-0.3755454472390505,-0.3572870162573285,-0.3839978353715351,0.0,-0.3755454472390505,jung+st+en hitze+welle+n
hitze+welle+n tausend+en,4.316965245730694,-0.18752537846490086,-0.4155338773305632,-0.37550587562079085,-0.35040980010136935,0.0,1.2311255867662088,-0.37571804369663975,0.5936052390114304,-0.37550587562079085,-0.35724744463906916,-0.38395826375327546,0.0,-0.37550587562079085,hitze+welle+n tausend+en
Toten,4.328677130134049,-0.20447125183341894,-0.41824319401481697,-0.37821519230504475,-0.3531191167856231,0.0,1.2707363382819887,-0.3784273603808935,0.578936935005573,-0.37821519230504475,-0.3599567613233229,-0.38666758043752936,0.0,-0.37821519230504475,Toten
tausend+en tot+en,4.328677130134049,-0.20447125183341894,-0.41824319401481697,-0.37821519230504475,-0.3531191167856231,0.0,1.2707363382819887,-0.3784273603808935,0.578936935005573,-0.37821519230504475,-0.3599567613233229,-0.38666758043752936,0.0,-0.37821519230504475,tausend+en tot+en
fordern,4.3409034228719925,-0.21527149228403308,-0.4210636997517349,-0.3810356980419626,-0.35593962252254097,0.0,1.2964501739031586,-0.38124786611781136,0.5692468600574283,-0.3810356980419626,-0.36277726706024077,-0.3894880861744472,0.0,-0.3810356980419626,fordern
tot+en forder+n,4.3409034228719925,-0.21527149228403308,-0.4210636997517349,-0.3810356980419626,-0.35593962252254097,0.0,1.2964501739031586,-0.38124786611781136,0.5692468600574283,-0.3810356980419626,-0.36277726706024077,-0.3894880861744472,0.0,-0.3810356980419626,tot+en forder+n
Bundesärztekammer,4.380228763807068,-0.2391510666417659,-0.43008216355419676,-0.3900541618444248,-0.36495808632500304,0.0,1.3539002360440138,-0.3902663299202734,0.5471132680210286,-0.3900541618444248,-0.37179573086270284,-0.39850654997690943,0.0,-0.3900541618444248,Bundesärztekammer
forder+n bund+es+arzt+e+kammer,4.380228763807068,-0.2391510666417659,-0.43008216355419676,-0.3900541618444248,-0.36495808632500304,0.0,1.3539002360440138,-0.3902663299202734,0.5471132680210286,-0.3900541618444248,-0.37179573086270284,-0.39850654997690943,0.0,-0.3900541618444248,forder+n bund+es+arzt+e+kammer
rund,5.004261435608523,-0.18780855648582273,-0.5632710479154118,-0.5232430462056396,-0.4981469706862178,0.0,1.3982192405951692,-0.5234552142814883,0.6010655693505013,-0.5232430462056396,-0.5049846152239179,-0.5316954343381243,0.0,-0.5232430462056396,rund
bund+es+arzt+e+kammer rund,4.540975384151382,-0.2992673694022506,-0.46612304265208476,-0.4260950409423127,-0.400998965422891,0.0,1.4953672458584963,-0.42630720901816144,0.4889267443900058,-0.4260950409423127,-0.4078366099605908,-0.4345474290747971,0.0,-0.4260950409423127,bund+es+arzt+e+kammer rund
weitere,5.39308667226215,-0.07434159375764471,-0.6380990988280123,-0.59807109711824,-0.5729750215988186,0.0,1.4234653849564922,-0.5982832651940887,0.30943269890784725,-0.59807109711824,-0.5798126661365183,-0.6065234852507246,0.0,-0.59807109711824,weitere
rund weit+er+e,4.660291081793739,-0.3331096153527432,-0.492059121441044,-0.4520311197312721,-0.4269350442118503,0.0,1.5695053623434603,-0.4522432878071208,0.45547267629481536,-0.4520311197312721,-0.4337726887495503,-0.46048350786375664,0.0,-0.4520311197312721,rund weit+er+e
europäische,4.86472965337941,-0.38356085453912026,-0.5349923557377723,-0.49496435402800004,-0.4698682785085784,0.0,1.6704775276698847,-0.4951765221038488,0.405276648785527,-0.49496435402800004,-0.4767059230462783,-0.5034167421604847,0.0,-0.49496435402800004,europäische
weit+er+e europäisch+e,4.86472965337941,-0.38356085453912026,-0.5349923557377723,-0.49496435402800004,-0.4698682785085784,0.0,1.6704775276698847,-0.4951765221038488,0.405276648785527,-0.49496435402800004,-0.4767059230462783,-0.5034167421604847,0.0,-0.49496435402800004,weit+er+e europäisch+e
Gesundheitsorganisationen,5.9472915844427074,-0.5951064273204498,-0.7359171313824986,-0.6958891296727263,-0.6707930541533048,0.0,1.9852275553457768,-0.6961012977485751,0.1939008467063038,-0.6958891296727263,-0.6776306986910047,-0.704341517805211,0.0,-0.6958891296727263,Gesundheitsorganisationen
europäisch+e gesundheit+s+organisation+en,5.9472915844427074,-0.5951064273204498,-0.7359171313824986,-0.6958891296727263,-0.6707930541533048,0.0,1.9852275553457768,-0.6961012977485751,0.1939008467063038,-0.6958891296727263,-0.6776306986910047,-0.704341517805211,0.0,-0.6958891296727263,europäisch+e gesundheit+s+organisation+en
gesundheit+s+organisation+en deutlich,4.478971944605627,-0.332267501040134,-0.452374754792611,-0.4123467530828389,-0.38725067756341736,0.0,1.5314164169025988,-0.4125589211586876,0.45642029104951304,-0.4123467530828389,-0.39408832210111716,-0.4207991412153237,0.0,-0.4123467530828389,gesundheit+s+organisation+en deutlich
deutlich mehr,5.717725341109688,0.0961130951043686,-0.6965522700128385,-0.6565242683030665,-0.6314281927836448,0.0,1.1971299670391453,-0.6567364363789152,0.2054258171067022,-0.6565242683030665,-0.6382658373213447,-0.6649766564355512,0.0,-0.6565242683030665,deutlich mehr
Anstrengung,4.298830611842229,-0.30125905119225177,-0.411324246329887,-0.37129624462011496,-0.3462001691006934,0.0,1.4414233843145225,-0.3715084126959637,0.4869596455245733,-0.37129624462011496,-0.35303781363839315,-0.3797486327525996,0.0,-0.37129624462011496,Anstrengung
mehr anstrengung,4.298830611842229,-0.30125905119225177,-0.411324246329887,-0.37129624462011496,-0.3462001691006934,0.0,1.4414233843145225,-0.3715084126959637,0.4869596455245733,-0.37129624462011496,-0.35303781363839315,-0.3797486327525996,0.0,-0.37129624462011496,mehr anstrengung
müsse,4.09625295860137,-0.27056408228490475,-0.3630538546513723,-0.32302585294160024,-0.2979297774221785,0.0,1.3305004623966936,-0.32323802101744875,0.5163307903881597,-0.32302585294160024,-0.3047674219598783,-0.3314782410740848,0.0,-0.32302585294160024,müsse
Erkl…,4.04374324341647,-0.2636514566284264,-0.3501520197449861,-0.31012401803521406,-0.2850279425157924,0.0,1.30048318935665,-0.3103361861110627,0.5226441303703809,-0.31012401803521406,-0.29186558705349225,-0.3185764061676988,0.0,-0.31012401803521406,Erkl…
müss+e erkl…,4.04374324341647,-0.2636514566284264,-0.3501520197449861,-0.31012401803521406,-0.2850279425157924,0.0,1.30048318935665,-0.3103361861110627,0.5226441303703809,-0.31012401803521406,-0.29186558705349225,-0.3185764061676988,0.0,-0.31012401803521406,müss+e erkl…
+1522,4.011291758442476,-0.25963744484272466,-0.3420945350693461,-0.30206653335957395,-0.27697045784015234,0.0,1.2817530504835346,-0.30227870143542274,0.5262104722745374,-0.30206653335957395,-0.2838081023778522,-0.3105189214920586,0.0,-0.30206653335957395,+1522
erkl… +1522,4.011291758442476,-0.25963744484272466,-0.3420945350693461,-0.30206653335957395,-0.27697045784015234,0.0,1.2817530504835346,-0.30227870143542274,0.5262104722745374,-0.30206653335957395,-0.2838081023778522,-0.3105189214920586,0.0,-0.30206653335957395,erkl… +1522
+1522 char+s,3.9857599571815014,-0.2566257527810368,-0.3357092098474551,-0.2956812081376829,-0.2705851326182615,0.0,1.2669395222028297,-0.2958933762135318,0.5288219317862193,-0.2956812081376829,-0.27742277715596125,-0.30413359627016767,0.0,-0.2956812081376829,+1522 char+s
Drei,3.233440848215162,0.11196256713896977,-0.12652805966374114,-0.08650005795396908,-0.061403982434547345,0.0,-0.1152384625784235,-0.08671222602981772,-0.13495192054629349,-0.08650005795396908,-0.06824162697224719,-0.09495244608645376,0.0,-0.08650005795396908,Drei
drei weit+er+e,3.269074461831109,0.12316530714537798,-0.13748811700067196,-0.09746011529089982,-0.0723640397714781,0.0,-0.1261985199153542,-0.09767228336674856,-0.14591197788322427,-0.09746011529089982,-0.079201684309178,-0.10591250342338443,0.0,-0.09746011529089982,drei weit+er+e
weit+er+e bund+es+land+er,3.3424831125421584,0.14512367386676678,-0.15969518898783217,-0.11966718727806,-0.09457111175863851,0.0,-0.1484055919025146,-0.1198793553539087,-0.16811904987038456,-0.11966718727806,-0.10140875629633815,-0.12811957541054478,0.0,-0.11966718727806,weit+er+e bund+es+land+er
setzen,5.130748795640356,0.43563295740714614,-0.5882328239434507,-0.5482048222336785,-0.5231087467142569,0.0,-0.5769432268581329,-0.5484169903095274,-0.596656684826003,-0.5482048222336785,-0.5299463912519569,-0.5566572103661631,0.0,-0.5482048222336785,setzen
bund+es+land+er setz+en,3.5567086523796583,0.20174599780478053,-0.22181679271869975,-0.18178879100892753,-0.15669271548950597,0.0,-0.21052719563338204,-0.1820009590847763,-0.23024065360125193,-0.18178879100892753,-0.16353036002720578,-0.19024117914141217,0.0,-0.18178879100892753,bund+es+land+er setz+en
setz+en lkw+-+fahr+verbot+e,3.8344473263084993,0.2621005647709057,-0.29700652269622835,-0.2569785209864562,-0.23188244546703451,0.0,-0.2857169256109107,-0.2571906890623049,-0.3054303835787806,-0.2569785209864562,-0.23872009000473432,-0.26543090911894085,0.0,-0.2569785209864562,setz+en lkw+-+fahr+verbot+e
lkw+-+fahr+verbot+e baden-württemberg,3.505210561112043,0.1890466908340993,-0.2072318045292119,-0.16720380281943972,-0.142107727300018,0.0,-0.19594220744389418,-0.1674159708952884,-0.21565566541176412,-0.16720380281943972,-0.14894537183771805,-0.1756561909519244,0.0,-0.16720380281943972,lkw+-+fahr+verbot+e baden-württemberg
Bayern,4.196084218480399,0.3247385848252612,-0.3871329728171793,-0.3471049711074072,-0.3220088955879856,0.0,-0.37584337573186166,-0.3473171391832558,-0.39555683369973144,-0.3471049711074072,-0.3288465401256854,-0.3555573592398918,0.0,-0.3471049711074072,Bayern
baden-württemberg bayern,4.196084218480399,0.3247385848252612,-0.3871329728171793,-0.3471049711074072,-0.3220088955879856,0.0,-0.37584337573186166,-0.3473171391832558,-0.39555683369973144,-0.3471049711074072,-0.3288465401256854,-0.3555573592398918,0.0,-0.3471049711074072,baden-württemberg bayern
Mecklenburg-Vorpommern,4.178269490039144,0.3219899510882768,-0.38287837456775103,-0.3428503728579788,-0.31775429733855726,0.0,-0.3715887774824333,-0.34306254093382754,-0.3913022354503033,-0.3428503728579788,-0.324591941876257,-0.35130276099046354,0.0,-0.3428503728579788,Mecklenburg-Vorpommern
bayern mecklenburg-vorpommern,4.178269490039144,0.3219899510882768,-0.38287837456775103,-0.3428503728579788,-0.31775429733855726,0.0,-0.3715887774824333,-0.34306254093382754,-0.3913022354503033,-0.3428503728579788,-0.324591941876257,-0.35130276099046354,0.0,-0.3428503728579788,bayern mecklenburg-vorpommern
mecklenburg-vorpommern locker+n,4.3939993460152404,0.35332334205897536,-0.4332210364765917,-0.39319303476681977,-0.36809695924739816,0.0,-0.4219314393912741,-0.39340520284266817,-0.44164489735914386,-0.39319303476681977,-0.3749346037850978,-0.40164542289930416,0.0,-0.39319303476681977,mecklenburg-vorpommern locker+n
locker+n wegen,4.6523380532390455,0.38596101304498237,-0.49035111173233126,-0.45032311002255915,-0.42522703450313754,0.0,-0.47906151464701363,-0.45053527809840793,-0.4987749726148837,-0.45032311002255915,-0.43206467904083745,-0.4587754981550439,0.0,-0.45032311002255915,locker+n wegen
wegen niedrigwasser+s,15.573088263403198,0.7102165223203233,-1.698525524567159,-1.658497522857387,-1.6334014473379654,0.0,-1.6872359274818416,-1.6587096909332357,-1.7069493854497115,-1.658497522857387,-1.6402390918756653,-1.6669499109898718,0.0,-1.658497522857387,wegen niedrigwasser+s
niedrigwasser+s sonn+-,4.251079776022195,0.33303257439382333,-0.40015422696373343,-0.3601262252539615,-0.33503014973453976,0.0,-0.3888646298784158,-0.3603383933298102,-0.40857808784628574,-0.3601262252539615,-0.3418677942722395,-0.36857861338644604,0.0,-0.3601262252539615,niedrigwasser+s sonn+-
der rhein,6.701383402109527,0.01275484658517892,0.03722371527879215,0.00897534537675629,-0.7901711171309307,0.0,-0.1578072287027205,0.005658672766110093,0.4348166508672614,0.00897534537675629,-0.004570726647434911,-0.13261188463813858,0.0,0.00897534537675629,der rhein
Kaub,3.5313748848200346,0.19556518327037153,-0.21466849225006093,-0.17464049054028874,-0.14954441502086713,0.0,-0.20337889516474322,-0.17485265861613744,-0.2230923531326131,-0.17464049054028874,-0.1563820595585669,-0.1830928786727735,0.0,-0.17464049054028874,Kaub
rhein kaub,3.5313748848200346,0.19556518327037153,-0.21466849225006093,-0.17464049054028874,-0.14954441502086713,0.0,-0.20337889516474322,-0.17485265861613744,-0.2230923531326131,-0.17464049054028874,-0.1563820595585669,-0.1830928786727735,0.0,-0.17464049054028874,rhein kaub
kaub bald,3.509265327797679,0.1900660471373218,-0.20838791860002367,-0.16835991689025148,-0.14326384137082998,0.0,-0.19709832151470602,-0.1685720849661003,-0.2168117794825758,-0.16835991689025148,-0.15010148590852967,-0.17681230502273607,0.0,-0.16835991689025148,kaub bald
bald mehr,3.4659481664272622,0.1789974611187543,-0.19596744766355934,-0.1559394459537872,-0.1308433704343656,0.0,-0.1846778505782417,-0.15615161402963595,-0.20439130854611154,-0.1559394459537872,-0.13768101497206547,-0.16439183408627192,0.0,-0.1559394459537872,bald mehr
durchgängig,3.449644699814665,0.17472688274092968,-0.19125245152896705,-0.15122444981919486,-0.12612837429977308,0.0,-0.17996285444364934,-0.1514366178950435,-0.19967631241151917,-0.15122444981919486,-0.13296601883747308,-0.15967683795167942,0.0,-0.15122444981919486,durchgängig
mehr durchgängig,3.449644699814665,0.17472688274092968,-0.19125245152896705,-0.15122444981919486,-0.12612837429977308,0.0,-0.17996285444364934,-0.1514366178950435,-0.19967631241151917,-0.15122444981919486,-0.13296601883747308,-0.15967683795167942,0.0,-0.15122444981919486,mehr durchgängig
befahrbar,3.4443654502380845,0.1733314065395925,-0.189720904434139,-0.14969290272436683,-0.12459682720494518,0.0,-0.1784313073488213,-0.14990507080021565,-0.1981447653166913,-0.14969290272436683,-0.13143447174264505,-0.15814529085685156,0.0,-0.14969290272436683,befahrbar
durchgängig befahr+bar,3.4443654502380845,0.1733314065395925,-0.189720904434139,-0.14969290272436683,-0.12459682720494518,0.0,-0.1784313073488213,-0.14990507080021565,-0.1981447653166913,-0.14969290272436683,-0.13143447174264505,-0.15814529085685156,0.0,-0.14969290272436683,durchgängig befahr+bar
sein.W…,2.91990926432344,-0.0056704897113691284,-0.024533753285594505,0.015494248424177591,0.04059032394359917,0.0,-0.013244156200276937,0.015282080348328779,-0.032957614168146826,0.015494248424177591,0.03375267940589915,0.007041860291692734,0.0,0.015494248424177591,sein.W…
befahr+bar sein.w…,2.91990926432344,-0.0056704897113691284,-0.024533753285594505,0.015494248424177591,0.04059032394359917,0.0,-0.013244156200276937,0.015282080348328779,-0.032957614168146826,0.015494248424177591,0.03375267940589915,0.007041860291692734,0.0,0.015494248424177591,befahr+bar sein.w…
+4048,2.909251615622237,-0.010397791225992195,-0.02087708269571102,0.01915091901406122,0.04424699453348268,0.0,-0.009587485610393435,0.018938750938212325,-0.02930094357826321,0.01915091901406122,0.03740934999578289,0.010698530881576329,0.0,0.01915091901406122,+4048
sein.w… +4048,2.909251615622237,-0.010397791225992195,-0.02087708269571102,0.01915091901406122,0.04424699453348268,0.0,-0.009587485610393435,0.018938750938212325,-0.02930094357826321,0.01915091901406122,0.03740934999578289,0.010698530881576329,0.0,0.01915091901406122,sein.w… +4048
+4048 char+s,2.902656755560681,-0.013351715540399099,-0.01860765156540511,0.02142035014436716,0.046516425663788816,0.0,-0.007318054480087382,0.021208182068518374,-0.02703151244795721,0.02142035014436716,0.039678781126088906,0.012967962011882493,0.0,0.02142035014436716,+4048 char+s
hitze-liveblog industrie,4.205734541094309,-0.30128176274937657,-0.3894301723007419,-0.3494021705909697,-0.32430609507154806,0.0,0.24305885944735844,-0.34961433866681846,1.4389080837002328,-0.3494021705909697,-0.33114373960924787,-0.35785455872345434,0.0,-0.3494021705909697,hitze-liveblog industrie
drosselt,5.090017360575443,-0.09550375776303466,-0.5802624526287481,-0.5402344509189758,-0.5151383753995543,0.0,0.4399885408402195,-0.5404466189948246,1.2937581388168489,-0.5402344509189758,-0.5219760199372542,-0.5486868390514605,0.0,-0.5402344509189758,drosselt
industrie drossel+t,5.090017360575443,-0.09550375776303466,-0.5802624526287481,-0.5402344509189758,-0.5151383753995543,0.0,0.4399885408402195,-0.5404466189948246,1.2937581388168489,-0.5402344509189758,-0.5219760199372542,-0.5486868390514605,0.0,-0.5402344509189758,industrie drossel+t
drossel+t wegen,5.173189316323414,0.016623153594453762,-0.5964705987099652,-0.5564425970001932,-0.5313465214807715,0.0,0.4320961961832546,-0.556654765076042,1.109739491817132,-0.5564425970001932,-0.5381841660184714,-0.5648949851326779,0.0,-0.5564425970001932,drossel+t wegen
Rhein-Niedrigwasser,6.532470726735161,0.2665288890866795,-0.8297664485792929,-0.7897384468695209,-0.7646423713500992,0.0,0.2045232752446967,-0.7899506149453696,0.8000367339110688,-0.7897384468695209,-0.771480015887799,-0.7981908350020055,0.0,-0.7897384468695209,Rhein-Niedrigwasser
